FIPS,county,state,number,Geographic Area,County,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,FIPS_Code,State,Area_name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
30053,Lincoln,MT,MT-500,".Lincoln County, Montana",Lincoln,"19,694","19,625","19,485","19,424","19,186","19,060","19,294","19,556","19,797","19,980",30053.0,MT,"Lincoln County, MT",8.5,8.7,9.2,12.3,9.9,8.3,6.5,7.1,10.0,15.3,14.8,14.2,12.2,12.8,11.2,10.3,9.3,8.6,7.5,7.5,10.1,"43,669",76.3
30055,McCone,MT,MT-500,".McCone County, Montana",McCone,"1,745","1,709","1,701","1,715","1,715","1,700","1,732","1,698","1,669","1,664",30055.0,MT,"McCone County, MT",3.7,2.9,2.7,3.4,2.9,3.4,2.5,2.1,2.6,3.3,2.8,2.9,2.8,2.4,2.3,2.3,2.0,2.2,1.9,2.0,2.9,"48,551",84.8
30057,Madison,MT,MT-500,".Madison County, Montana",Madison,"7,696","7,644","7,663","7,674","7,828","8,026","8,062","8,291","8,530","8,600",30057.0,MT,"Madison County, MT",5.0,4.5,4.6,4.8,4.1,3.5,2.9,2.7,3.9,6.6,7.5,7.0,6.1,5.5,4.6,3.7,3.9,4.0,3.6,3.3,5.1,"56,579",98.8
30059,Meagher,MT,MT-500,".Meagher County, Montana",Meagher,"1,878","1,877","1,886","1,904","1,856","1,821","1,845","1,852","1,857","1,862",30059.0,MT,"Meagher County, MT",5.9,5.8,5.8,5.7,5.8,4.6,4.2,5.3,6.5,8.8,8.0,7.1,5.3,5.3,4.3,3.7,4.2,4.4,3.9,3.5,4.7,"43,946",76.8
30061,Mineral,MT,MT-500,".Mineral County, Montana",Mineral,"4,229","4,220","4,128","4,228","4,195","4,192","4,124","4,235","4,307","4,397",30061.0,MT,"Mineral County, MT",6.5,6.5,6.9,7.1,6.1,5.7,4.7,4.5,6.7,10.9,12.4,11.6,10.6,10.3,9.1,8.6,7.8,7.6,7.3,5.9,10.2,"43,928",76.7
30063,Missoula,MT,MT-500,".Missoula County, Montana",Missoula,"109,467","110,245","111,042","111,900","112,801","114,122","116,349","117,834","118,640","119,600",30063.0,MT,"Missoula County, MT",4.1,4.0,4.0,4.1,4.0,3.7,3.0,3.2,4.6,6.6,7.2,6.5,5.7,5.1,4.4,4.0,3.9,3.7,3.4,3.3,6.3,"57,279",100.1
30065,Musselshell,MT,MT-500,".Musselshell County, Montana",Musselshell,"4,555","4,747","4,692","4,681","4,645","4,628","4,646","4,632","4,632","4,633",30065.0,MT,"Musselshell County, MT",6.1,5.7,6.3,6.1,6.0,5.2,3.8,5.0,5.4,6.9,6.8,6.3,5.2,5.0,4.1,4.4,5.3,4.5,4.3,4.0,6.1,"48,290",84.4
30067,Park,MT,MT-500,".Park County, Montana",Park,"15,596","15,509","15,591","15,698","15,919","16,003","16,115","16,386","16,648","16,606",30067.0,MT,"Park County, MT",5.2,4.8,4.7,4.9,4.5,4.0,3.1,3.3,4.9,8.3,8.7,8.0,6.8,6.3,5.6,4.9,4.4,4.0,3.9,3.5,7.4,"51,740",90.4
30069,Petroleum,MT,MT-500,".Petroleum County, Montana",Petroleum,489,490,504,504,488,474,491,512,512,487,30069.0,MT,"Petroleum County, MT",6.7,4.5,5.6,6.4,5.5,4.9,4.4,5.1,5.2,5.5,5.0,5.4,4.3,4.4,4.2,5.3,4.7,4.5,3.9,3.7,3.4,"42,081",73.5
30071,Phillips,MT,MT-500,".Phillips County, Montana",Phillips,"4,252","4,186","4,121","4,159","4,170","4,146","4,113","4,113","4,060","3,954",30071.0,MT,"Phillips County, MT",4.5,4.2,4.5,4.5,4.5,4.1,3.7,4.0,4.7,5.9,6.7,6.6,5.8,5.8,5.3,5.2,5.5,4.6,4.6,3.8,4.9,"47,679",83.3
30073,Pondera,MT,MT-500,".Pondera County, Montana",Pondera,"6,160","6,193","6,150","6,216","6,138","6,095","6,035","5,968","5,960","5,911",30073.0,MT,"Pondera County, MT",4.8,4.4,4.6,5.0,5.4,4.8,3.8,3.7,5.1,6.5,5.8,5.7,4.8,4.9,4.9,4.6,4.4,3.9,4.1,3.8,4.9,"48,542",84.8
30075,Powder River,MT,MT-500,".Powder River County, Montana",Powder River,"1,739","1,739","1,753","1,753","1,777","1,768","1,746","1,750","1,720","1,682",30075.0,MT,"Powder River County, MT",3.9,3.2,3.7,4.2,4.1,3.7,3.1,3.0,3.2,4.2,3.7,4.5,3.6,3.3,3.1,2.7,2.4,2.6,2.9,2.3,3.1,"47,843",83.6
30077,Powell,MT,MT-500,".Powell County, Montana",Powell,"7,019","7,084","7,081","6,957","6,882","6,799","6,841","6,789","6,953","6,890",30077.0,MT,"Powell County, MT",5.8,5.7,6.4,6.1,6.2,6.0,4.8,5.0,7.1,9.5,7.6,7.3,6.3,5.5,5.0,4.6,5.2,4.4,4.2,3.7,4.6,"49,387",86.3
30079,Prairie,MT,MT-500,".Prairie County, Montana",Prairie,"1,183","1,141","1,141","1,163","1,125","1,140","1,159","1,099","1,070","1,077",30079.0,MT,"Prairie County, MT",5.2,5.4,5.1,4.8,5.1,4.7,3.8,3.3,3.8,4.2,4.9,5.1,4.2,4.4,4.3,4.2,3.4,3.7,3.7,3.8,6.8,"46,663",81.5
30081,Ravalli,MT,MT-500,".Ravalli County, Montana",Ravalli,"40,324","40,380","40,576","40,668","40,745","41,148","41,918","42,524","43,166","43,806",30081.0,MT,"Ravalli County, MT",5.4,5.1,5.3,5.9,5.5,4.9,4.0,4.2,6.1,9.6,9.3,8.6,7.4,6.7,6.0,5.3,5.0,4.8,4.2,4.2,5.8,"57,209",99.9
30083,Richland,MT,MT-500,".Richland County, Montana",Richland,"9,759","10,144","10,780","11,154","11,531","11,902","11,408","11,027","10,855","10,803",30083.0,MT,"Richland County, MT",5.3,4.8,5.1,4.6,3.5,3.3,2.6,2.3,2.9,4.9,3.7,2.9,2.7,2.6,2.4,3.3,5.2,3.9,3.1,2.7,6.4,"69,095",120.7
30085,Roosevelt,MT,MT-500,".Roosevelt County, Montana",Roosevelt,"10,443","10,497","10,856","11,089","11,285","11,417","11,225","11,160","11,069","11,004",30085.0,MT,"Roosevelt County, MT",7.1,5.9,6.0,6.1,6.4,6.4,5.8,5.9,6.8,8.1,6.8,6.8,6.4,5.4,5.2,5.4,5.5,4.7,4.6,4.4,6.0,"38,409",67.1
30087,Rosebud,MT,MT-500,".Rosebud County, Montana",Rosebud,"9,242","9,324","9,346","9,298","9,321","9,347","9,232","9,205","9,040","8,937",30087.0,MT,"Rosebud County, MT",5.9,6.0,5.9,5.5,5.2,5.7,5.3,4.9,5.9,7.0,6.9,7.0,6.6,6.3,5.7,5.5,5.7,5.2,5.3,5.2,5.7,"58,139",101.6
30089,Sanders,MT,MT-500,".Sanders County, Montana",Sanders,"11,395","11,400","11,375","11,310","11,313","11,293","11,465","11,689","11,847","12,113",30089.0,MT,"Sanders County, MT",7.0,7.3,7.4,7.3,6.9,6.5,5.0,6.3,9.7,16.1,12.9,12.8,11.2,10.4,9.3,8.5,8.0,7.1,6.5,6.1,7.8,"45,193",78.9
30091,Sheridan,MT,MT-500,".Sheridan County, Montana",Sheridan,"3,368","3,418","3,550","3,626","3,661","3,673","3,608","3,471","3,386","3,309",30091.0,MT,"Sheridan County, MT",4.6,4.1,4.1,4.2,3.9,3.5,2.9,2.6,2.9,4.5,3.6,3.4,2.9,2.8,2.6,2.6,3.4,2.7,2.3,2.3,4.8,"51,111",89.3
30093,Silver Bow,MT,MT-500,".Silver Bow County, Montana",Silver Bow,"34,230","34,405","34,474","34,574","34,752","34,691","34,696","34,811","34,739","34,915",30093.0,MT,"Silver Bow County, MT",5.8,5.3,5.2,5.2,4.9,4.2,3.6,3.4,4.5,6.6,6.4,6.3,5.9,5.4,4.9,4.4,4.4,4.3,4.1,3.9,6.6,"49,249",86.0
30095,Stillwater,MT,MT-500,".Stillwater County, Montana",Stillwater,"9,114","9,156","9,166","9,255","9,235","9,425","9,360","9,419","9,483","9,642",30095.0,MT,"Stillwater County, MT",4.6,3.8,4.2,3.9,3.7,3.3,2.7,3.0,4.1,6.4,5.7,5.0,4.3,4.0,3.7,3.9,4.1,3.9,3.5,3.2,5.1,"68,186",119.1
30097,Sweet Grass,MT,MT-500,".Sweet Grass County, Montana",Sweet Grass,"3,619","3,585","3,581","3,658","3,639","3,620","3,616","3,676","3,703","3,737",30097.0,MT,"Sweet Grass County, MT",3.2,3.0,3.1,2.6,2.2,2.0,1.6,1.8,2.5,4.8,5.4,4.5,3.8,3.7,3.5,2.9,3.2,3.2,3.1,2.9,3.6,"55,259",96.5
30099,Teton,MT,MT-500,".Teton County, Montana",Teton,"6,074","6,060","6,057","6,051","6,031","6,062","6,011","6,091","6,117","6,147",30099.0,MT,"Teton County, MT",4.5,4.0,3.9,4.0,3.9,3.5,3.0,2.9,3.9,5.2,5.9,5.4,4.7,4.3,3.7,3.9,3.7,4.0,3.4,3.4,4.4,"54,458",95.1
30101,Toole,MT,MT-500,".Toole County, Montana",Toole,"5,343","5,154","5,217","5,121","5,117","5,077","4,951","4,860","4,835","4,736",30101.0,MT,"Toole County, MT",4.1,3.6,3.6,3.6,3.4,3.2,2.6,2.4,3.1,4.5,4.5,4.4,4.1,3.8,3.0,3.5,3.6,3.1,2.6,2.4,5.0,"49,448",86.4
30103,Treasure,MT,MT-500,".Treasure County, Montana",Treasure,718,713,722,693,689,684,680,673,673,696,30103.0,MT,"Treasure County, MT",4.8,3.6,4.0,3.7,4.6,3.9,3.3,3.2,3.9,5.5,5.3,5.3,4.7,4.5,4.0,5.0,4.5,3.8,3.0,2.9,3.6,"51,754",90.4
30105,Valley,MT,MT-500,".Valley County, Montana",Valley,"7,378","7,461","7,499","7,628","7,627","7,621","7,532","7,402","7,406","7,396",30105.0,MT,"Valley County, MT",4.5,4.2,4.1,4.2,4.2,3.9,3.1,3.3,4.0,5.4,4.8,4.5,4.0,3.7,3.0,3.2,3.5,3.3,3.1,3.3,4.3,"51,869",90.6
30107,Wheatland,MT,MT-500,".Wheatland County, Montana",Wheatland,"2,156","2,132","2,091","2,123","2,090","2,111","2,130","2,161","2,184","2,126",30107.0,MT,"Wheatland County, MT",4.9,4.1,5.2,4.7,4.5,4.0,2.8,3.3,3.8,5.9,7.8,7.7,6.1,6.2,5.0,5.6,5.3,4.5,5.0,3.8,7.3,"42,059",73.5
30109,Wibaux,MT,MT-500,".Wibaux County, Montana",Wibaux,"1,008",982,"1,034","1,101","1,084","1,072","1,042","1,018","1,030",969,30109.0,MT,"Wibaux County, MT",4.5,3.7,4.0,4.2,3.7,3.4,2.6,2.7,3.2,5.0,4.2,4.0,3.0,3.4,2.9,3.3,4.1,3.3,3.4,2.9,5.1,"51,145",89.3
30111,Yellowstone,MT,MT-500,".Yellowstone County, Montana",Yellowstone,"148,394","149,772","151,635","153,775","155,279","156,529","157,914","159,266","160,029","161,300",30111.0,MT,"Yellowstone County, MT",4.1,3.7,3.7,3.7,3.6,3.3,2.7,2.5,3.5,5.2,5.8,5.2,4.5,4.3,3.7,3.4,3.7,3.6,3.4,3.3,5.4,"61,435",107.3
30113,Yellowstone Nat Park,MT,MT-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001,Adams,NE,NE-500,".Adams County, Nebraska",Adams,"31,328","31,204","31,345","31,527","31,389","31,567","31,683","31,808","31,514","31,363",31001.0,NE,"Adams County, NE",2.6,3.1,3.6,4.1,3.8,3.4,2.9,2.7,3.0,5.1,4.8,4.3,3.7,3.6,3.4,3.1,3.1,3.1,2.9,3.1,4.0,"55,182",87.2
31003,Antelope,NE,NE-500,".Antelope County, Nebraska",Antelope,"6,679","6,621","6,550","6,472","6,419","6,415","6,345","6,341","6,308","6,298",31003.0,NE,"Antelope County, NE",2.8,3.1,3.1,3.3,3.4,3.3,2.8,2.8,2.9,3.7,3.7,3.6,3.2,3.1,2.7,2.6,2.6,2.5,2.4,2.5,2.3,"50,771",80.2
31005,Arthur,NE,NE-500,".Arthur County, Nebraska",Arthur,465,468,479,454,451,451,466,455,462,463,31005.0,NE,"Arthur County, NE",2.2,3.3,4.5,5.2,4.2,3.9,3.5,3.8,3.7,5.8,8.0,6.1,6.5,7.3,5.4,4.4,5.7,5.9,5.0,5.3,5.2,"46,417",73.3
31007,Banner,NE,NE-500,".Banner County, Nebraska",Banner,691,655,684,678,670,711,716,726,725,745,31007.0,NE,"Banner County, NE",2.8,2.4,2.8,2.5,3.4,2.8,2.4,2.0,2.5,3.4,4.4,4.6,4.4,4.4,3.7,3.4,3.6,3.6,3.4,3.7,2.6,"54,706",86.4
31009,Blaine,NE,NE-500,".Blaine County, Nebraska",Blaine,478,475,498,470,490,477,470,479,480,465,31009.0,NE,"Blaine County, NE",3.5,2.6,3.5,3.4,3.5,3.9,3.0,3.8,4.9,5.4,5.1,5.4,5.3,5.1,4.4,4.5,4.5,4.2,4.6,4.7,3.5,"45,411",71.8
31011,Boone,NE,NE-500,".Boone County, Nebraska",Boone,"5,511","5,407","5,429","5,397","5,357","5,310","5,333","5,320","5,241","5,192",31011.0,NE,"Boone County, NE",2.4,3.1,3.1,3.2,3.2,3.4,2.5,2.4,2.6,3.4,3.6,3.7,3.0,3.2,2.6,2.4,2.6,2.5,2.3,2.7,2.5,"58,204",92.0
31013,Box Butte,NE,NE-500,".Box Butte County, Nebraska",Box Butte,"11,275","11,295","11,265","11,296","11,298","11,325","11,176","10,835","10,733","10,783",31013.0,NE,"Box Butte County, NE",3.9,4.4,4.8,4.7,4.0,3.9,3.0,3.1,3.6,6.6,5.1,4.2,3.9,3.8,3.1,3.0,3.6,3.3,2.8,3.1,4.8,"61,522",97.2
31015,Boyd,NE,NE-500,".Boyd County, Nebraska",Boyd,"2,105","2,079","2,060","2,016","2,019","2,002","1,980","1,955","1,950","1,919",31015.0,NE,"Boyd County, NE",3.0,3.5,3.5,3.1,3.2,3.6,3.1,3.0,3.2,3.9,4.0,3.8,3.8,3.4,3.3,2.7,3.0,3.3,3.0,3.2,2.8,"46,548",73.5
31017,Brown,NE,NE-500,".Brown County, Nebraska",Brown,"3,155","3,098","3,052","2,958","2,974","2,982","2,980","3,000","2,967","2,955",31017.0,NE,"Brown County, NE",3.3,3.4,3.5,3.9,3.4,3.2,2.8,2.6,2.6,3.1,4.8,4.6,3.9,3.8,3.4,3.7,3.7,3.3,3.4,3.5,2.7,"48,843",77.2
31019,Buffalo,NE,NE-500,".Buffalo County, Nebraska",Buffalo,"46,175","46,824","47,637","47,999","48,200","48,578","49,104","49,350","49,352","49,659",31019.0,NE,"Buffalo County, NE",2.3,2.4,2.6,2.8,2.9,2.8,2.2,2.2,2.4,3.6,3.7,3.5,3.2,3.2,2.7,2.4,2.5,2.4,2.4,2.6,4.0,"64,759",102.3
31021,Burt,NE,NE-500,".Burt County, Nebraska",Burt,"6,842","6,783","6,681","6,570","6,546","6,538","6,537","6,531","6,486","6,459",31021.0,NE,"Burt County, NE",3.7,3.8,4.8,5.1,5.2,4.9,4.0,3.9,4.1,5.6,6.0,5.7,4.6,4.4,3.9,3.6,3.7,3.7,3.4,3.3,3.9,"54,554",86.2
31023,Butler,NE,NE-500,".Butler County, Nebraska",Butler,"8,374","8,256","8,252","8,231","8,181","8,058","7,996","8,032","8,043","8,016",31023.0,NE,"Butler County, NE",2.8,3.3,4.1,4.3,4.1,3.6,2.7,2.5,2.8,4.2,4.0,3.8,3.2,3.3,2.9,2.8,3.2,2.8,2.3,2.5,3.4,"63,310",100.0
31025,Cass,NE,NE-501,".Cass County, Nebraska",Cass,"25,239","25,237","25,126","25,295","25,404","25,421","25,647","25,935","26,189","26,248",31025.0,NE,"Cass County, NE",2.8,3.2,3.6,4.0,4.1,4.1,3.3,3.2,3.6,5.2,5.7,5.3,4.5,4.2,3.7,3.3,3.4,3.2,3.0,3.3,4.3,"72,915",115.2
31027,Cedar,NE,NE-500,".Cedar County, Nebraska",Cedar,"8,819","8,752","8,699","8,625","8,542","8,518","8,604","8,515","8,453","8,402",31027.0,NE,"Cedar County, NE",2.5,2.5,2.6,3.1,2.9,2.7,2.3,2.4,2.4,3.6,3.6,3.3,2.8,2.9,2.3,2.4,2.5,2.2,2.3,2.4,2.7,"60,400",95.4
31029,Chase,NE,NE-500,".Chase County, Nebraska",Chase,"3,966","3,983","4,015","3,981","3,981","3,963","3,914","3,928","3,937","3,924",31029.0,NE,"Chase County, NE",2.3,2.5,2.5,2.7,2.9,2.8,2.4,2.4,2.6,2.9,2.8,2.5,2.3,2.3,2.0,1.9,2.0,1.9,2.2,2.2,1.8,"57,656",91.1
31031,Cherry,NE,NE-500,".Cherry County, Nebraska",Cherry,"5,694","5,730","5,732","5,755","5,744","5,824","5,829","5,790","5,763","5,689",31031.0,NE,"Cherry County, NE",2.5,2.2,2.8,2.6,2.4,2.4,2.2,2.2,2.3,2.6,3.0,3.0,2.8,2.7,2.4,2.3,2.3,2.3,2.2,2.3,2.4,"50,677",80.1
31033,Cheyenne,NE,NE-500,".Cheyenne County, Nebraska",Cheyenne,"9,968","9,989","10,073","10,067","10,113","10,137","10,047","9,644","9,282","8,910",31033.0,NE,"Cheyenne County, NE",2.3,2.4,3.3,3.3,3.1,2.8,2.3,2.4,2.8,4.5,3.7,3.0,2.7,2.8,2.2,2.2,2.8,2.9,2.8,3.5,4.4,"56,229",88.8
31035,Clay,NE,NE-500,".Clay County, Nebraska",Clay,"6,536","6,453","6,384","6,358","6,314","6,291","6,135","6,186","6,202","6,203",31035.0,NE,"Clay County, NE",2.9,3.2,3.7,3.8,3.5,3.7,2.9,2.7,3.1,4.4,4.3,4.2,3.6,3.4,3.2,2.9,3.1,3.1,3.2,3.1,3.2,"63,829",100.9
31037,Colfax,NE,NE-500,".Colfax County, Nebraska",Colfax,"10,540","10,566","10,552","10,454","10,663","10,717","10,712","10,700","10,734","10,709",31037.0,NE,"Colfax County, NE",2.1,2.5,2.9,3.1,3.1,2.8,2.3,2.2,2.6,3.7,4.0,3.9,3.4,3.4,3.0,2.6,2.8,2.4,2.4,2.6,2.9,"62,472",98.7
31039,Cuming,NE,NE-500,".Cuming County, Nebraska",Cuming,"9,160","9,117","9,082","9,010","9,017","9,075","8,957","8,947","8,935","8,846",31039.0,NE,"Cuming County, NE",2.3,2.3,2.6,2.7,2.9,3.0,3.0,2.7,2.8,3.8,3.7,3.4,3.0,3.0,2.6,2.6,2.9,2.7,2.5,2.5,2.5,"59,505",94.0
31041,Custer,NE,NE-500,".Custer County, Nebraska",Custer,"10,905","10,903","10,844","10,828","10,770","10,828","10,824","10,869","10,830","10,777",31041.0,NE,"Custer County, NE",2.5,2.4,2.6,2.8,3.1,2.9,2.3,2.1,2.3,3.3,3.7,3.4,2.8,2.7,2.4,2.2,2.3,2.2,2.1,2.3,2.7,"51,004",80.6
31043,Dakota,NE,NE-500,".Dakota County, Nebraska",Dakota,"21,034","20,811","20,714","20,765","20,547","20,550","20,279","20,010","20,002","20,026",31043.0,NE,"Dakota County, NE",3.2,3.1,4.4,4.7,4.5,4.7,4.0,3.9,4.1,6.1,7.5,5.9,5.6,4.6,3.7,3.5,4.1,4.1,3.6,3.8,4.8,"61,010",96.4
31045,Dawes,NE,NE-500,".Dawes County, Nebraska",Dawes,"9,168","9,203","9,133","9,062","9,018","8,958","8,911","8,888","8,705","8,589",31045.0,NE,"Dawes County, NE",3.0,2.9,3.0,3.3,3.3,3.2,2.8,2.7,2.9,4.4,4.0,3.9,3.6,3.5,2.9,2.6,2.9,2.7,2.7,2.8,2.8,"46,377",73.3
31047,Dawson,NE,NE-500,".Dawson County, Nebraska",Dawson,"24,312","24,216","23,977","24,016","23,986","23,892","23,779","23,657","23,744","23,595",31047.0,NE,"Dawson County, NE",3.0,3.6,3.9,4.1,4.2,4.3,3.1,3.0,3.9,4.6,5.0,5.0,4.2,3.7,3.4,3.2,2.9,2.9,2.8,2.9,3.4,"56,839",89.8
31049,Deuel,NE,NE-500,".Deuel County, Nebraska",Deuel,"1,925","1,957","1,959","1,920","1,926","1,910","1,861","1,861","1,821","1,794",31049.0,NE,"Deuel County, NE",2.9,2.7,2.7,3.0,3.0,3.1,2.6,2.8,2.9,3.9,4.0,3.5,3.2,3.3,2.7,2.5,2.6,2.6,2.9,2.9,3.0,"48,793",77.1
31051,Dixon,NE,NE-500,".Dixon County, Nebraska",Dixon,"5,988","5,998","5,888","5,815","5,760","5,769","5,742","5,746","5,700","5,636",31051.0,NE,"Dixon County, NE",2.6,2.5,3.0,3.6,3.5,3.9,3.1,3.1,3.1,4.7,4.9,4.6,4.0,3.7,3.0,3.3,3.3,3.1,3.0,3.0,3.2,"57,324",90.6
31053,Dodge,NE,NE-500,".Dodge County, Nebraska",Dodge,"36,673","36,930","36,590","36,497","36,614","36,567","36,677","36,789","36,725","36,565",31053.0,NE,"Dodge County, NE",3.1,3.8,4.4,4.7,4.6,4.4,3.4,3.1,3.4,5.1,5.4,4.9,4.4,4.1,3.6,3.2,3.1,2.8,2.8,2.9,3.5,"60,853",96.1
31055,Douglas,NE,NE-501,".Douglas County, Nebraska",Douglas,"518,574","524,167","530,755","536,734","543,005","549,029","555,607","560,733","566,391","571,327",31055.0,NE,"Douglas County, NE",3.0,3.5,4.3,4.6,4.5,4.4,3.4,3.3,3.6,5.2,5.2,4.9,4.3,4.1,3.6,3.3,3.3,3.2,3.1,3.2,5.1,"67,264",106.3
31057,Dundy,NE,NE-500,".Dundy County, Nebraska",Dundy,"2,008","1,976","1,979","1,955","1,863","1,770","1,806","1,783","1,764","1,693",31057.0,NE,"Dundy County, NE",2.2,2.4,3.7,3.2,3.7,4.1,3.2,2.6,2.8,4.0,3.2,2.9,2.8,2.7,2.3,2.1,2.2,2.4,2.2,2.4,2.2,"45,446",71.8
31059,Fillmore,NE,NE-500,".Fillmore County, Nebraska",Fillmore,"5,871","5,827","5,713","5,637","5,604","5,553","5,622","5,561","5,535","5,462",31059.0,NE,"Fillmore County, NE",2.6,3.0,3.5,3.7,3.6,3.2,2.6,2.5,2.9,4.1,3.8,3.5,3.2,2.9,2.4,2.9,2.7,2.5,2.5,2.5,2.8,"60,440",95.5
31061,Franklin,NE,NE-500,".Franklin County, Nebraska",Franklin,"3,244","3,204","3,183","3,063","3,046","2,977","2,994","2,974","3,013","2,979",31061.0,NE,"Franklin County, NE",2.7,3.0,3.6,3.2,3.3,3.4,3.1,2.7,2.9,3.9,4.5,4.2,3.5,3.4,3.2,2.4,3.0,3.0,3.0,3.2,3.5,"49,659",78.5
31063,Frontier,NE,NE-500,".Frontier County, Nebraska",Frontier,"2,760","2,714","2,719","2,716","2,722","2,631","2,645","2,623","2,600","2,627",31063.0,NE,"Frontier County, NE",2.5,2.3,2.4,2.8,2.9,2.5,2.1,2.2,2.7,3.2,3.8,3.6,3.1,3.3,2.8,2.4,2.8,2.6,2.6,3.2,2.9,"55,712",88.0
31065,Furnas,NE,NE-500,".Furnas County, Nebraska",Furnas,"4,945","4,915","4,882","4,830","4,853","4,831","4,762","4,763","4,701","4,676",31065.0,NE,"Furnas County, NE",2.8,2.7,3.2,3.3,3.4,3.7,2.9,3.0,2.9,3.7,3.4,3.6,3.4,3.4,2.8,2.6,2.8,2.4,2.6,2.7,2.8,"50,705",80.1
31067,Gage,NE,NE-500,".Gage County, Nebraska",Gage,"22,269","21,908","21,654","21,767","21,557","21,715","21,625","21,621","21,495","21,513",31067.0,NE,"Gage County, NE",3.0,3.1,3.8,4.2,4.4,4.4,3.7,3.5,4.6,6.3,5.9,5.8,4.8,4.5,4.1,3.6,3.3,3.5,3.2,3.5,4.0,"56,817",89.8
31069,Garden,NE,NE-500,".Garden County, Nebraska",Garden,"2,075","2,062","1,983","1,923","1,908","1,916","1,907","1,890","1,890","1,837",31069.0,NE,"Garden County, NE",2.6,3.2,3.4,3.8,3.8,2.9,2.9,2.6,3.0,4.3,4.2,3.6,3.1,2.8,2.8,2.4,3.3,2.8,2.4,2.8,3.5,"41,158",65.0
31071,Garfield,NE,NE-500,".Garfield County, Nebraska",Garfield,"2,035","2,010","1,994","2,022","2,000","2,014","1,994","1,986","1,974","1,969",31071.0,NE,"Garfield County, NE",2.5,2.7,2.9,3.5,3.3,3.0,2.5,2.5,2.5,3.0,3.2,3.4,3.0,3.0,2.6,2.4,2.5,2.6,2.4,2.6,2.0,"52,707",83.3
31073,Gosper,NE,NE-500,".Gosper County, Nebraska",Gosper,"2,040","1,991","2,080","2,017","2,004","2,025","2,025","2,028","1,996","1,990",31073.0,NE,"Gosper County, NE",2.6,3.0,3.0,3.4,3.8,3.4,2.8,3.1,3.1,3.9,3.7,3.5,2.9,3.4,3.0,2.4,2.5,2.7,2.5,2.6,2.6,"64,870",102.5
31075,Grant,NE,NE-500,".Grant County, Nebraska",Grant,613,634,625,633,626,646,665,649,657,623,31075.0,NE,"Grant County, NE",2.3,2.6,2.7,2.8,2.6,2.6,2.2,2.6,2.9,3.5,3.8,3.3,3.4,3.3,2.3,2.3,2.2,2.3,2.6,2.7,2.0,"60,773",96.0
31077,Greeley,NE,NE-500,".Greeley County, Nebraska",Greeley,"2,546","2,535","2,464","2,483","2,483","2,435","2,400","2,363","2,355","2,356",31077.0,NE,"Greeley County, NE",2.9,3.0,3.5,3.5,3.8,3.6,2.9,2.6,2.8,3.5,3.7,3.9,3.5,3.4,3.2,3.1,3.1,3.0,2.6,2.9,2.9,"48,178",76.1
31079,Hall,NE,NE-500,".Hall County, Nebraska",Hall,"58,805","59,492","60,095","60,485","61,099","61,132","61,353","61,201","61,286","61,353",31079.0,NE,"Hall County, NE",2.9,3.3,3.9,4.4,4.8,3.8,3.0,2.7,3.0,4.3,4.7,4.5,3.9,3.6,3.9,3.9,3.6,3.4,3.2,3.4,5.8,"57,371",90.6
31081,Hamilton,NE,NE-500,".Hamilton County, Nebraska",Hamilton,"9,127","9,078","9,040","9,122","9,102","9,141","9,158","9,194","9,260","9,324",31081.0,NE,"Hamilton County, NE",2.4,2.5,3.0,3.7,3.2,2.7,2.2,2.2,2.4,3.3,3.8,3.8,3.2,3.1,3.0,2.9,2.8,2.5,2.5,2.9,3.7,"68,236",107.8
31083,Harlan,NE,NE-500,".Harlan County, Nebraska",Harlan,"3,422","3,436","3,411","3,488","3,468","3,441","3,451","3,415","3,386","3,380",31083.0,NE,"Harlan County, NE",2.6,2.7,3.0,3.2,3.2,3.2,2.5,2.6,3.0,3.7,3.3,3.3,3.1,3.0,2.6,2.1,2.5,2.5,2.3,2.7,2.9,"53,362",84.3
31085,Hayes,NE,NE-500,".Hayes County, Nebraska",Hayes,956,952,919,947,910,915,891,893,917,922,31085.0,NE,"Hayes County, NE",3.4,2.9,3.1,3.6,3.8,3.5,3.0,3.5,3.6,4.1,3.6,3.1,2.9,3.3,2.9,2.3,2.4,2.4,2.2,2.6,2.2,"46,399",73.3
31087,Hitchcock,NE,NE-500,".Hitchcock County, Nebraska",Hitchcock,"2,897","2,857","2,873","2,853","2,879","2,879","2,828","2,806","2,801","2,762",31087.0,NE,"Hitchcock County, NE",2.6,3.6,3.2,3.9,3.9,3.7,3.4,2.7,3.3,5.5,5.2,4.9,4.0,4.0,3.4,3.2,3.6,3.4,3.4,3.2,3.5,"49,451",78.1
